Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,564277,-,-,-,35.21,-101.94,-6,1102,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2012,3,14,19,30,0.0541161718247948,0.0541161718247948,0.0,8.666325175591295,7.936971484432206,97.98,880,-3
2012,3,14,20,30,0.0,0.0,0.0,8.9734297055589,7.064556078786438,110.1,880,-3
2012,3,14,21,30,0.0,0.0,0.0,8.967481264199375,6.559219322812623,121.78,890,-2
2012,3,14,22,30,0.0,0.0,0.0,8.819824768354833,5.915628086926517,132.46,890,-2
2012,3,14,23,30,0.0,0.0,0.0,8.637651344799556,5.632538841250039,141.15,890,-2
2012,3,15,0,30,0.0,0.0,0.0,8.270357284949744,5.2287933419792125,146.17000000000002,890,-3
2012,3,15,1,30,0.0,0.0,0.0,7.991308034487069,4.86695983091721,145.83,890,-4
2012,3,15,2,30,0.0,0.0,0.0,7.83115456317838,4.6727659065375065,140.26,890,-5
2012,3,15,3,30,0.0,0.0,0.0,7.581346245914645,4.20875337968522,131.26,890,-6
2012,3,15,4,30,0.0,0.0,0.0,7.303597505296371,4.1808144768933175,120.42,890,-7
2012,3,15,5,30,0.0,0.0,0.0,7.148043280959599,3.935116916644688,108.66,890,-8
2012,3,15,6,30,0.0,0.0,0.0,7.356178387800446,3.7940405272944417,96.49,890,-8
2012,3,15,7,30,17.46547594771027,17.46547594771027,0.0,7.521418151610915,3.720397948529694,84.24,890,-9
2012,3,15,8,30,135.05898766810807,105.289069934091,111.448720307982,6.644166344313183,4.730043956915438,72.2,890,-9
2012,3,15,9,30,266.3517743057549,168.51296531811056,239.0048181793217,4.963426792754749,6.24148218925842,60.74,890,-8
2012,3,15,10,30,403.71491913438376,203.9922837859717,382.883309764987,4.902083771664391,7.668400465327409,50.4,890,-9
2012,3,15,11,30,554.9176873656717,147.00750808287063,684.0881388830444,4.359616768461536,9.733802570113198,42.15,890,-11
2012,3,15,12,30,634.2879318902797,102.63858277444535,846.2412906064476,4.006736684132746,11.807844575666536,37.48,890,-11
2012,3,15,13,30,650.574993159399,82.37781353251978,923.362317393191,3.668120081226116,13.668233639734808,37.77,890,-11
2012,3,15,14,30,606.9113773486919,81.36050943295652,941.0008507582144,3.6504754854268167,15.167934481011116,42.92,890,-11
2012,3,15,15,30,512.3561773729995,90.6136100834517,913.7045744787482,3.7482027455992384,15.659595159502715,51.47,890,-11
2012,3,15,16,30,376.42017370549473,100.20235460897754,834.0000038155573,4.352174289495993,15.331300942423013,61.96,890,-10
2012,3,15,17,30,215.04388836830304,100.61330910627812,649.171090355603,5.579105826099387,14.263183467200292,73.51,890,0
2012,3,15,18,30,60.73489623784544,60.73489623784544,0.0,7.156667302092751,13.016111720364847,85.57000000000001,890,0
2012,3,15,19,30,0.1279899672966339,0.1279899672966339,0.0,8.059509543570568,11.246230040641763,97.81,890,-1
2012,3,15,20,30,0.0,0.0,0.0,8.417285262091722,9.683260702941311,109.92,890,-2
2012,3,15,21,30,0.0,0.0,0.0,8.719075130780993,8.961995486309661,121.57,890,-3
2012,3,15,22,30,0.0,0.0,0.0,8.619920348916954,7.945599421745328,132.2,890,-3
2012,3,15,23,30,0.0,0.0,0.0,8.845987302366707,7.229005089250336,140.83,890,-4
2012,3,16,0,30,0.0,0.0,0.0,8.825473708725177,6.675657639977544,145.8,890,-5
2012,3,16,1,30,0.0,0.0,0.0,8.593288781498362,6.638777933459437,145.43,890,-6
2012,3,16,2,30,0.0,0.0,0.0,8.460185019865097,6.542871992907521,139.89,890,-5
2012,3,16,3,30,0.0,0.0,0.0,8.233873622166403,6.347324106935105,130.92000000000002,890,-5
2012,3,16,4,30,0.0,0.0,0.0,7.675139453889632,6.388186923564092,120.11,890,-4
2012,3,16,5,30,0.0,0.0,0.0,7.018237811743612,5.8027999137952975,108.36,890,-4
